frequency_hz,input_vpp_generator,theoretical_output_peak_mV,recovered_peak_mV,amplitude_error_percent,u_A_mV,relative_u_A_percent,true_phase_deg,recovered_phase_deg,phase_error_deg,u_phi_deg,phase_valid,input_snr_db,lockin_snr_db,enbw_hz,neff,effective_duration_s,reference_quality_mean,processing_chain,near_frequency_detected,near_frequency_R,figure,seed,samples,sample_rate_hz,duration_s
1000.0,1.0,50.0,49.97128119962803,-0.0574376007439481,0.1557672678879237,0.3117135765754254,0.0,0.39181434145801336,0.39181434145801336,0.3428600191691177,True,23.248194180725047,41.29430395068054,1.0802009169031161,1.6304876240326425,0.7547149787222787,0.9464511863021103,标准链,False,0.0,six_panel/phase_sweep/1kHz/double_phase_sweep_1kHz_1Vpp_phi_0deg.png,20260806,72000,12000.0,6.0
1000.0,1.0,50.0,49.76944481512822,-0.461110369743567,0.47271646394737593,0.9498126123433994,29.999999999999993,29.12370907815936,0.8762909218406288,0.5632110090436165,True,23.33294612874596,35.40604228967207,1.0802009169031161,1.5414286587605859,0.7134916452301241,0.8857360136195248,标准链,False,0.0,six_panel/phase_sweep/1kHz/double_phase_sweep_1kHz_1Vpp_phi_30deg.png,20260807,72000,12000.0,6.0
1000.0,1.0,50.0,49.782289348764806,-0.4354213024703846,0.6839022343368789,1.3737862265545804,59.999999999999986,60.03693597201873,0.036935972018746134,0.692206490150966,True,22.971555817002024,33.07268930365812,1.0802009169031161,1.4726285238026129,0.681645655340012,0.8760189329924387,标准链,False,0.0,six_panel/phase_sweep/1kHz/double_phase_sweep_1kHz_1Vpp_phi_60deg.png,20260808,72000,12000.0,6.0
1000.0,1.0,50.0,49.693960072841094,-0.6120798543178152,0.6574595804344266,1.3230170818963238,90.0,89.67422506162002,0.3257749383799753,0.7816916317235868,True,23.172217066779545,32.36702855370991,1.0802009169031161,1.605401978021898,0.7431034138651298,0.9229601861236539,标准链,False,0.0,six_panel/phase_sweep/1kHz/double_phase_sweep_1kHz_1Vpp_phi_90deg.png,20260809,72000,12000.0,6.0
